claim_id,date_of_submission,date_of_decision,date_of_payout,amount_of_payout,suspicion_of_fraud
662187,2018-11-12,2018-11-19,2018-11-20,99766,not suspected of fraud
867874,2015-09-01,2015-09-21,2015-09-23,307115,not suspected of fraud
473855,2018-12-09,2018-12-28,2019-01-06,162714,not suspected of fraud
937759,2020-03-06,2020-03-12,2020-03-18,29135,not suspected of fraud
643408,2010-04-08,2010-04-15,2010-04-27,143624,not suspected of fraud
892162,2017-01-11,2017-01-26,2017-02-06,196623,not suspected of fraud
915826,2016-04-17,2016-05-06,2016-05-17,112844,not suspected of fraud
658690,2013-05-14,2013-06-01,2013-06-02,67815,not suspected of fraud
788254,2015-10-27,2015-11-04,2015-11-09,286865,not suspected of fraud
767478,2017-12-20,2018-02-13,2018-02-23,70360,fraud suspected
205894,2010-12-07,2011-01-21,2011-01-29,209434,not suspected of fraud
125576,2018-10-28,2018-11-29,2018-12-04,183941,not suspected of fraud
933878,2018-06-25,2018-08-04,2018-08-06,206196,not suspected of fraud
143800,2015-11-05,2015-12-20,2016-01-02,109719,not suspected of fraud
672444,2016-05-07,2016-06-24,2016-06-28,84408,not suspected of fraud
535557,2020-12-07,2021-01-20,2021-02-03,38839,not suspected of fraud
604325,2011-01-31,2011-03-23,2011-04-05,321476,not suspected of fraud
199355,2020-06-28,2020-08-09,2020-08-17,177100,not suspected of fraud
422475,2015-12-15,2016-01-25,2016-02-08,63598,not suspected of fraud
218304,2012-11-07,2013-01-03,2013-01-17,61550,not suspected of fraud
488504,2020-03-22,2020-04-02,2020-04-11,105825,fraud suspected
154955,2012-01-03,2012-02-07,2012-02-14,247508,not suspected of fraud
974283,2016-07-04,2016-08-19,2016-08-27,106982,not suspected of fraud
256820,2015-09-10,2015-09-26,2015-10-08,39828,not suspected of fraud
569227,2017-12-30,2018-02-17,2018-02-22,61098,not suspected of fraud
103790,2014-06-13,2014-07-10,2014-07-14,233179,not suspected of fraud
420981,2018-09-27,2018-10-24,2018-10-28,171402,not suspected of fraud
861305,2017-12-30,2018-01-28,2018-02-04,33590,not suspected of fraud
572609,2013-03-26,2013-05-03,2013-05-17,128696,not suspected of fraud
555344,2017-09-05,2017-09-08,2017-09-14,322602,not suspected of fraud
820103,2016-02-29,2016-03-14,2016-03-27,94419,not suspected of fraud
769400,2016-03-11,2016-03-31,2016-04-13,145564,not suspected of fraud
466792,2016-02-08,2016-02-15,2016-02-22,255241,not suspected of fraud
780122,2019-02-25,2019-03-30,2019-04-02,81171,not suspected of fraud
862793,2021-05-21,2021-05-26,2021-06-05,145550,not suspected of fraud
793425,2014-03-14,2014-05-11,2014-05-12,92168,fraud suspected
359290,2020-06-03,2020-07-04,2020-07-07,73786,not suspected of fraud
277492,2016-01-05,2016-01-18,2016-01-28,285592,not suspected of fraud
585990,2013-03-31,2013-05-07,2013-05-21,72730,fraud suspected
426427,2016-05-07,2016-06-15,2016-06-25,132963,not suspected of fraud
659673,2011-08-19,2011-10-03,2011-10-13,207478,not suspected of fraud
224416,2010-11-24,2010-12-02,2010-12-14,147808,not suspected of fraud
302132,2021-02-04,2021-04-03,2021-04-07,34097,not suspected of fraud
203045,2012-05-19,2012-06-01,2012-06-04,101340,not suspected of fraud
574802,2016-03-09,2016-04-26,2016-04-28,80120,not suspected of fraud
491010,2016-06-11,2016-07-13,2016-07-23,295895,not suspected of fraud
955177,2014-02-02,2014-03-04,2014-03-08,74608,not suspected of fraud
975963,2010-08-31,2010-09-18,2010-10-02,35272,not suspected of fraud
612021,2015-12-10,2015-12-29,2016-01-12,166991,not suspected of fraud
135806,2017-09-07,2017-10-27,2017-11-06,195941,not suspected of fraud
960141,2021-01-29,2021-03-14,2021-03-21,252366,not suspected of fraud
877580,2015-08-19,2015-10-02,2015-10-10,60565,not suspected of fraud
183248,2012-03-14,2012-05-12,2012-05-25,220331,not suspected of fraud
218938,2020-07-08,2020-08-18,2020-08-27,275511,fraud suspected
477936,2018-11-26,2018-12-13,2018-12-17,40340,not suspected of fraud
313328,2014-10-10,2014-12-09,2014-12-11,144026,not suspected of fraud
156395,2018-01-17,2018-03-12,2018-03-18,145995,not suspected of fraud
314088,2016-12-06,2016-12-30,2017-01-06,35099,not suspected of fraud
239698,2018-12-26,2019-01-06,2019-01-18,59302,not suspected of fraud
117941,2014-11-20,2015-01-01,2015-01-03,154032,not suspected of fraud
890291,2018-06-03,2018-06-04,2018-06-15,181649,not suspected of fraud
821598,2012-04-21,2012-06-05,2012-06-14,133243,not suspected of fraud
287958,2018-06-26,2018-07-04,2018-07-17,23789,not suspected of fraud
681394,2016-07-06,2016-09-02,2016-09-08,208143,not suspected of fraud
480762,2017-04-12,2017-05-12,2017-05-22,54817,not suspected of fraud
222939,2013-12-18,2014-01-06,2014-01-12,114269,fraud suspected
514790,2020-12-15,2021-01-29,2021-02-11,226296,not suspected of fraud
137896,2019-08-09,2019-10-04,2019-10-12,178064,not suspected of fraud
652433,2021-01-28,2021-02-02,2021-02-13,192552,fraud suspected
281435,2018-10-16,2018-11-16,2018-11-26,118895,fraud suspected
172798,2020-07-25,2020-08-29,2020-09-06,82945,not suspected of fraud
902228,2021-10-19,2021-11-24,2021-12-03,34340,not suspected of fraud
961792,2019-09-29,2019-09-30,2019-10-10,35484,not suspected of fraud
940323,2015-02-16,2015-03-26,2015-04-06,68457,not suspected of fraud
582260,2016-12-06,2017-01-04,2017-01-18,97110,not suspected of fraud
929067,2014-05-15,2014-06-24,2014-06-30,87529,not suspected of fraud
540311,2016-02-04,2016-03-24,2016-04-03,329936,not suspected of fraud
718963,2012-02-17,2012-02-19,2012-02-23,129142,not suspected of fraud
141124,2014-05-26,2014-06-08,2014-06-20,366488,not suspected of fraud
449478,2016-07-05,2016-08-18,2016-08-23,48360,not suspected of fraud
381762,2019-02-24,2019-03-10,2019-03-15,192834,not suspected of fraud
563013,2019-05-14,2019-07-05,2019-07-11,16688,not suspected of fraud
616855,2012-12-31,2013-01-03,2013-01-05,108520,not suspected of fraud
328019,2016-07-14,2016-07-25,2016-08-07,78026,not suspected of fraud
208076,2018-07-11,2018-07-16,2018-07-18,31757,not suspected of fraud
902659,2016-04-15,2016-05-25,2016-06-01,137814,not suspected of fraud
198004,2015-05-19,2015-05-28,2015-06-01,68110,fraud suspected
668153,2011-01-13,2011-02-05,2011-02-11,161894,fraud suspected
667857,2016-01-22,2016-03-17,2016-03-29,253425,not suspected of fraud
998177,2015-10-15,2015-10-21,2015-10-23,68142,fraud suspected
813377,2020-03-29,2020-04-11,2020-04-23,51660,not suspected of fraud
386212,2020-01-10,2020-01-30,2020-02-11,181449,not suspected of fraud
848626,2015-10-26,2015-12-12,2015-12-22,172318,not suspected of fraud
924653,2015-03-23,2015-05-13,2015-05-19,60292,not suspected of fraud
696126,2019-01-06,2019-01-23,2019-01-24,354684,not suspected of fraud
799236,2010-11-16,2011-01-07,2011-01-09,207637,fraud suspected
472873,2013-01-25,2013-02-18,2013-03-04,55660,not suspected of fraud
109754,2019-01-08,2019-03-05,2019-03-18,219686,not suspected of fraud
984326,2013-08-15,2013-08-31,2013-09-04,383373,not suspected of fraud
741172,2017-04-07,2017-06-03,2017-06-17,56395,not suspected of fraud
225621,2015-10-01,2015-10-20,2015-10-25,92263,not suspected of fraud
764308,2013-08-01,2013-09-17,2013-09-18,322284,not suspected of fraud
548939,2018-04-04,2018-04-11,2018-04-21,147467,not suspected of fraud
757816,2013-05-02,2013-06-01,2013-06-14,160040,not suspected of fraud
628776,2014-02-06,2014-03-03,2014-03-10,98938,not suspected of fraud
942395,2018-10-01,2018-10-25,2018-11-04,158087,fraud suspected
596736,2018-02-25,2018-04-18,2018-04-19,277097,not suspected of fraud
817570,2014-03-20,2014-04-23,2014-05-06,282912,not suspected of fraud
139176,2014-09-14,2014-10-19,2014-11-01,157922,not suspected of fraud
242724,2016-01-08,2016-02-01,2016-02-11,263394,not suspected of fraud
877115,2015-04-13,2015-06-11,2015-06-22,282913,not suspected of fraud
444113,2013-09-24,2013-11-09,2013-11-23,386751,fraud suspected
679670,2017-11-18,2017-12-04,2017-12-10,97003,not suspected of fraud
719795,2016-07-19,2016-07-31,2016-08-12,63465,not suspected of fraud
389146,2014-10-01,2014-11-10,2014-11-17,233052,not suspected of fraud
278795,2015-12-31,2016-02-14,2016-02-28,136818,not suspected of fraud
461842,2020-06-01,2020-06-20,2020-06-22,65497,not suspected of fraud
776337,2018-04-17,2018-04-26,2018-04-30,70206,not suspected of fraud
399304,2015-09-03,2015-10-14,2015-10-21,163985,not suspected of fraud
297009,2020-04-10,2020-04-22,2020-04-27,372153,not suspected of fraud
412826,2018-03-01,2018-04-18,2018-04-21,88383,not suspected of fraud
690201,2020-08-07,2020-09-25,2020-10-02,428265,not suspected of fraud
984004,2018-10-28,2018-11-23,2018-12-04,56268,not suspected of fraud
932231,2018-01-02,2018-01-29,2018-02-03,23806,not suspected of fraud
264203,2013-06-11,2013-06-30,2013-07-09,51096,not suspected of fraud
571887,2015-11-21,2015-12-20,2015-12-27,176842,not suspected of fraud
142616,2021-02-12,2021-03-25,2021-04-05,84595,not suspected of fraud
893034,2020-01-25,2020-03-23,2020-03-31,281204,not suspected of fraud
591284,2013-09-22,2013-10-21,2013-10-25,308616,not suspected of fraud
867896,2016-05-31,2016-07-06,2016-07-18,165091,not suspected of fraud
985270,2019-01-19,2019-02-15,2019-02-22,37503,not suspected of fraud
528587,2017-10-16,2017-10-25,2017-11-08,240555,not suspected of fraud
852956,2010-10-16,2010-12-02,2010-12-15,188652,not suspected of fraud
429181,2019-10-01,2019-11-03,2019-11-07,99118,not suspected of fraud
294785,2016-03-21,2016-05-13,2016-05-23,343667,not suspected of fraud
305011,2010-04-29,2010-05-29,2010-06-11,131610,fraud suspected
347070,2018-12-15,2019-01-03,2019-01-13,127656,not suspected of fraud
568913,2011-08-03,2011-08-27,2011-08-29,57788,not suspected of fraud
637471,2014-01-12,2014-02-20,2014-03-03,91353,not suspected of fraud
490231,2016-12-30,2017-02-16,2017-02-17,125428,not suspected of fraud
491301,2016-04-29,2016-05-16,2016-05-21,232566,not suspected of fraud
449408,2015-05-21,2015-06-18,2015-06-27,138748,not suspected of fraud
759276,2015-07-15,2015-08-19,2015-08-31,13413,not suspected of fraud
467065,2012-12-08,2013-02-01,2013-02-07,86077,not suspected of fraud
433096,2012-02-11,2012-04-01,2012-04-08,94745,not suspected of fraud
598861,2015-08-09,2015-08-23,2015-08-25,39446,not suspected of fraud
256518,2018-02-01,2018-02-28,2018-03-04,124960,not suspected of fraud
183440,2017-04-13,2017-04-29,2017-05-11,298367,not suspected of fraud
773217,2018-04-04,2018-05-09,2018-05-12,167977,not suspected of fraud
844559,2014-08-07,2014-08-20,2014-08-29,248361,not suspected of fraud
402038,2019-11-18,2019-11-28,2019-12-07,69609,not suspected of fraud
262413,2014-02-21,2014-02-25,2014-03-08,44921,not suspected of fraud
590790,2017-07-17,2017-08-27,2017-09-07,100169,not suspected of fraud
170761,2020-11-03,2020-11-06,2020-11-09,115962,not suspected of fraud
684481,2019-03-07,2019-03-19,2019-03-23,132041,not suspected of fraud
391443,2017-07-04,2017-07-28,2017-08-05,30888,not suspected of fraud
331529,2011-08-15,2011-08-21,2011-08-24,30836,not suspected of fraud
217230,2014-12-27,2015-01-27,2015-02-05,161940,fraud suspected
977939,2016-08-20,2016-10-01,2016-10-13,379377,fraud suspected
330385,2021-01-05,2021-01-19,2021-02-01,97514,not suspected of fraud
383193,2016-04-23,2016-05-22,2016-05-24,183139,not suspected of fraud
320050,2012-11-27,2013-01-11,2013-01-19,75172,not suspected of fraud
380198,2018-10-13,2018-11-05,2018-11-15,63517,not suspected of fraud
802170,2014-01-19,2014-02-26,2014-03-04,43801,not suspected of fraud
649062,2012-07-02,2012-07-17,2012-07-24,348326,not suspected of fraud
462641,2018-11-21,2019-01-13,2019-01-27,49719,not suspected of fraud
228012,2019-07-28,2019-08-25,2019-09-08,68512,not suspected of fraud
262103,2012-10-17,2012-12-01,2012-12-11,190223,not suspected of fraud
629080,2019-07-02,2019-07-08,2019-07-10,295779,not suspected of fraud
726813,2012-12-11,2013-01-23,2013-01-25,79695,not suspected of fraud
750903,2017-08-07,2017-08-22,2017-08-25,308715,fraud suspected
988518,2015-08-26,2015-10-15,2015-10-29,308501,not suspected of fraud
292048,2015-02-15,2015-04-06,2015-04-15,29617,not suspected of fraud
887724,2019-12-16,2019-12-29,2020-01-05,264227,not suspected of fraud
897757,2011-02-02,2011-02-20,2011-03-06,153224,fraud suspected
936748,2019-12-09,2020-01-17,2020-01-31,113229,not suspected of fraud
865701,2018-12-10,2018-12-13,2018-12-24,219936,not suspected of fraud
790628,2015-08-16,2015-09-18,2015-09-26,177908,fraud suspected
454588,2019-05-27,2019-06-10,2019-06-19,216263,not suspected of fraud
463204,2020-01-19,2020-01-20,2020-02-03,170676,not suspected of fraud
536893,2020-01-14,2020-01-30,2020-02-07,182007,not suspected of fraud
880638,2021-01-29,2021-03-18,2021-03-20,120257,not suspected of fraud
847228,2014-02-11,2014-03-13,2014-03-21,140228,not suspected of fraud
728025,2015-03-14,2015-04-27,2015-05-07,29666,not suspected of fraud
842766,2013-12-30,2014-02-25,2014-03-07,265647,fraud suspected
385942,2019-03-17,2019-05-06,2019-05-20,258612,not suspected of fraud
272955,2012-03-26,2012-04-10,2012-04-16,190500,not suspected of fraud
706737,2019-01-13,2019-02-16,2019-02-20,105240,not suspected of fraud
272042,2013-05-03,2013-05-19,2013-05-28,384192,not suspected of fraud
788059,2019-10-05,2019-10-31,2019-11-11,9120,not suspected of fraud
596320,2012-11-30,2013-01-13,2013-01-23,213313,not suspected of fraud
549805,2015-09-04,2015-09-14,2015-09-25,57185,not suspected of fraud
727970,2016-02-12,2016-04-06,2016-04-18,111954,not suspected of fraud
799774,2015-08-03,2015-08-12,2015-08-17,39391,not suspected of fraud
610881,2016-04-12,2016-05-26,2016-06-02,91028,not suspected of fraud
995696,2018-11-22,2019-01-10,2019-01-17,385456,not suspected of fraud
565218,2012-07-31,2012-09-14,2012-09-23,59998,not suspected of fraud
433581,2017-08-21,2017-10-08,2017-10-20,49975,not suspected of fraud
389815,2018-04-07,2018-05-14,2018-05-28,213467,not suspected of fraud
587337,2014-08-15,2014-08-27,2014-09-06,98400,not suspected of fraud
536639,2020-10-25,2020-12-05,2020-12-16,103165,not suspected of fraud
412264,2011-03-10,2011-05-09,2011-05-20,59898,not suspected of fraud
874238,2017-10-13,2017-10-16,2017-10-19,321918,not suspected of fraud
259325,2017-04-08,2017-05-24,2017-06-01,330689,not suspected of fraud
597287,2017-07-17,2017-08-02,2017-08-08,226065,not suspected of fraud
214965,2016-09-30,2016-11-24,2016-12-06,416245,not suspected of fraud
701815,2013-11-13,2013-11-16,2013-11-27,232076,not suspected of fraud
295811,2012-07-12,2012-07-29,2012-07-31,230940,fraud suspected
722420,2020-04-06,2020-05-18,2020-05-31,45574,not suspected of fraud
380415,2013-07-04,2013-07-16,2013-07-24,198388,not suspected of fraud
987685,2015-10-29,2015-12-03,2015-12-15,246943,not suspected of fraud
189523,2015-11-26,2016-01-18,2016-01-21,160715,not suspected of fraud
428368,2011-12-01,2011-12-29,2012-01-02,34176,not suspected of fraud
191308,2012-07-22,2012-07-23,2012-07-30,42016,not suspected of fraud
924265,2014-12-31,2015-01-30,2015-02-12,304540,not suspected of fraud
770769,2021-11-08,2021-11-21,2021-12-05,86187,not suspected of fraud
647063,2011-10-01,2011-10-28,2011-11-10,165759,not suspected of fraud
622899,2016-06-16,2016-07-13,2016-07-22,68977,not suspected of fraud
836981,2019-02-28,2019-04-17,2019-04-30,173600,not suspected of fraud
644792,2020-04-23,2020-05-03,2020-05-08,168143,not suspected of fraud
934974,2021-01-27,2021-02-10,2021-02-22,78188,fraud suspected
956541,2015-10-22,2015-10-23,2015-11-05,59928,not suspected of fraud
547730,2019-08-24,2019-09-21,2019-09-28,171875,not suspected of fraud
178987,2019-09-05,2019-09-22,2019-09-24,94878,not suspected of fraud
359144,2014-01-22,2014-03-04,2014-03-05,155466,not suspected of fraud
959732,2013-07-05,2013-08-14,2013-08-16,270093,not suspected of fraud
981542,2012-02-05,2012-03-29,2012-04-09,69001,not suspected of fraud
647481,2018-07-29,2018-08-06,2018-08-17,229751,not suspected of fraud
651651,2016-11-08,2016-12-01,2016-12-04,96033,not suspected of fraud
884238,2020-03-19,2020-03-21,2020-03-25,84647,not suspected of fraud
249590,2010-05-20,2010-06-01,2010-06-02,103937,not suspected of fraud
208665,2012-07-08,2012-07-30,2012-08-08,282059,not suspected of fraud
484914,2013-08-11,2013-08-12,2013-08-22,57979,not suspected of fraud
154696,2017-10-22,2017-10-26,2017-10-27,178310,not suspected of fraud
600092,2016-01-27,2016-02-13,2016-02-20,121508,fraud suspected
902714,2012-04-07,2012-05-05,2012-05-09,187705,fraud suspected
808243,2017-09-20,2017-11-02,2017-11-16,304360,not suspected of fraud
858107,2016-09-22,2016-10-23,2016-10-30,337525,not suspected of fraud
720017,2011-05-12,2011-07-01,2011-07-12,75352,not suspected of fraud
193823,2012-06-06,2012-07-29,2012-08-10,241871,not suspected of fraud
600522,2015-06-15,2015-08-07,2015-08-08,209638,not suspected of fraud
510481,2011-01-22,2011-03-14,2011-03-28,141739,not suspected of fraud
773264,2020-12-15,2021-01-25,2021-01-27,109223,not suspected of fraud
251427,2016-08-14,2016-08-31,2016-09-06,163668,not suspected of fraud
553426,2014-07-02,2014-07-17,2014-07-25,30295,not suspected of fraud
569942,2012-02-11,2012-03-20,2012-03-29,181177,not suspected of fraud
573020,2015-05-02,2015-05-11,2015-05-15,111718,not suspected of fraud
982376,2014-11-13,2014-11-20,2014-11-25,176447,not suspected of fraud
373748,2010-05-29,2010-06-19,2010-06-25,49261,not suspected of fraud
397493,2015-01-07,2015-03-05,2015-03-13,328615,fraud suspected
440472,2013-03-25,2013-05-05,2013-05-16,43042,not suspected of fraud
854463,2016-04-11,2016-05-21,2016-05-25,173068,not suspected of fraud
379530,2021-04-21,2021-06-03,2021-06-07,38821,not suspected of fraud
483731,2018-01-04,2018-01-28,2018-01-29,313132,not suspected of fraud
371675,2020-02-11,2020-03-10,2020-03-19,150359,not suspected of fraud
173000,2014-04-24,2014-05-23,2014-05-24,88816,not suspected of fraud
332778,2019-05-16,2019-06-28,2019-07-09,87950,fraud suspected
641980,2016-08-25,2016-09-24,2016-09-30,191157,not suspected of fraud
563385,2011-11-02,2011-12-03,2011-12-04,34275,not suspected of fraud
517664,2019-03-23,2019-05-20,2019-06-01,59754,fraud suspected
725646,2017-01-06,2017-01-24,2017-02-01,257871,not suspected of fraud
403320,2013-11-14,2013-12-20,2013-12-28,211271,fraud suspected
492940,2012-06-17,2012-06-22,2012-07-04,196724,not suspected of fraud
687328,2018-12-04,2019-01-15,2019-01-20,60640,fraud suspected
354243,2020-06-19,2020-07-13,2020-07-24,123025,not suspected of fraud
100013,2016-04-30,2016-06-29,2016-07-02,113196,not suspected of fraud
555055,2015-11-26,2015-12-18,2015-12-28,122387,not suspected of fraud
916277,2012-03-17,2012-05-08,2012-05-18,48818,fraud suspected
112161,2013-10-09,2013-10-31,2013-11-03,165617,not suspected of fraud
623122,2019-07-14,2019-08-15,2019-08-25,69133,not suspected of fraud
991338,2011-07-18,2011-08-17,2011-08-24,94867,not suspected of fraud
987971,2020-01-04,2020-01-25,2020-02-08,148028,not suspected of fraud
428136,2012-10-23,2012-12-13,2012-12-24,47233,not suspected of fraud
660046,2019-07-28,2019-08-09,2019-08-16,12549,not suspected of fraud
535574,2012-09-25,2012-10-19,2012-10-21,22578,fraud suspected
271717,2012-04-30,2012-05-03,2012-05-05,185682,not suspected of fraud
427922,2016-03-28,2016-04-25,2016-04-30,149952,not suspected of fraud
192019,2018-02-16,2018-03-13,2018-03-21,113787,not suspected of fraud
628109,2020-11-22,2020-12-25,2021-01-04,250984,not suspected of fraud
497702,2012-09-10,2012-10-12,2012-10-21,27572,not suspected of fraud
601884,2014-01-08,2014-02-04,2014-02-05,122298,not suspected of fraud
631341,2018-03-27,2018-05-07,2018-05-10,81432,not suspected of fraud
786054,2010-09-19,2010-10-26,2010-11-03,84285,not suspected of fraud
346996,2021-07-02,2021-07-14,2021-07-23,128073,not suspected of fraud
507280,2018-09-09,2018-09-27,2018-10-05,111723,not suspected of fraud
489917,2011-03-26,2011-05-18,2011-05-26,416900,not suspected of fraud
453160,2017-02-26,2017-03-26,2017-03-31,116399,not suspected of fraud
848724,2021-05-30,2021-07-06,2021-07-18,229878,not suspected of fraud
992682,2012-02-26,2012-03-14,2012-03-15,117476,not suspected of fraud
762556,2015-01-11,2015-03-06,2015-03-10,89465,not suspected of fraud
422307,2015-11-02,2015-11-22,2015-12-03,242870,not suspected of fraud
690637,2020-11-24,2021-01-07,2021-01-12,119184,not suspected of fraud
356864,2015-06-11,2015-06-29,2015-07-06,101784,not suspected of fraud
923550,2015-01-06,2015-01-24,2015-02-07,210647,not suspected of fraud
371928,2015-03-13,2015-05-04,2015-05-08,260425,fraud suspected
654869,2013-04-17,2013-04-30,2013-05-10,70280,not suspected of fraud
212686,2020-09-01,2020-10-08,2020-10-12,17441,not suspected of fraud
370814,2013-07-22,2013-07-27,2013-07-28,189750,not suspected of fraud
730342,2021-08-17,2021-10-04,2021-10-18,296964,not suspected of fraud
456008,2012-06-01,2012-07-11,2012-07-24,294504,not suspected of fraud
740546,2015-12-13,2016-01-19,2016-01-21,350030,fraud suspected
863274,2016-05-07,2016-05-25,2016-06-03,122120,not suspected of fraud
601510,2019-08-12,2019-09-22,2019-09-29,178029,not suspected of fraud
719174,2021-01-03,2021-02-11,2021-02-17,48537,not suspected of fraud
159471,2011-04-17,2011-06-06,2011-06-12,198548,not suspected of fraud
641332,2019-05-30,2019-07-10,2019-07-16,162120,not suspected of fraud
416067,2014-11-19,2015-01-05,2015-01-10,130649,not suspected of fraud
839281,2019-03-14,2019-03-22,2019-04-03,87944,fraud suspected
644858,2018-02-22,2018-04-12,2018-04-18,258900,not suspected of fraud
434584,2017-09-09,2017-10-15,2017-10-16,84892,not suspected of fraud
295374,2016-11-08,2016-11-11,2016-11-25,151910,not suspected of fraud
588805,2015-05-08,2015-05-09,2015-05-11,178259,not suspected of fraud
617825,2019-08-16,2019-09-21,2019-10-03,48664,not suspected of fraud
499438,2017-04-01,2017-04-06,2017-04-14,167161,not suspected of fraud
141832,2017-11-30,2017-12-14,2017-12-25,185798,not suspected of fraud
136775,2020-06-29,2020-07-11,2020-07-19,221447,not suspected of fraud
216848,2012-03-09,2012-04-26,2012-05-10,188582,not suspected of fraud
518848,2013-10-24,2013-12-21,2013-12-28,290998,not suspected of fraud
572121,2016-05-28,2016-06-29,2016-07-08,119058,not suspected of fraud
309084,2017-03-08,2017-03-11,2017-03-14,354622,not suspected of fraud
466760,2012-10-10,2012-12-05,2012-12-13,57103,not suspected of fraud
981109,2019-04-13,2019-04-30,2019-05-07,120179,not suspected of fraud
961237,2019-01-02,2019-02-01,2019-02-08,72461,not suspected of fraud
206044,2018-07-24,2018-09-10,2018-09-14,129118,fraud suspected
308573,2014-08-29,2014-09-02,2014-09-04,155139,not suspected of fraud
664360,2016-05-07,2016-06-18,2016-06-20,103509,not suspected of fraud
885358,2015-08-26,2015-09-03,2015-09-17,128160,not suspected of fraud
363536,2021-11-16,2021-12-10,2021-12-22,103247,not suspected of fraud
699436,2019-12-23,2020-01-06,2020-01-09,206014,fraud suspected
187611,2020-10-24,2020-11-30,2020-12-06,129909,not suspected of fraud
212591,2018-01-08,2018-01-13,2018-01-26,80574,not suspected of fraud
664136,2018-04-24,2018-05-25,2018-06-05,80501,fraud suspected
379768,2013-05-04,2013-05-28,2013-06-03,397795,not suspected of fraud
299246,2019-04-12,2019-05-20,2019-05-30,76788,not suspected of fraud
644761,2019-05-12,2019-05-19,2019-06-02,150095,not suspected of fraud
809057,2017-05-11,2017-06-23,2017-07-06,280374,not suspected of fraud
724321,2015-10-19,2015-12-08,2015-12-21,238325,not suspected of fraud
777987,2010-03-20,2010-04-25,2010-04-26,103969,not suspected of fraud
670264,2010-09-09,2010-11-07,2010-11-09,125942,not suspected of fraud
473226,2018-03-17,2018-04-06,2018-04-20,57703,not suspected of fraud
560544,2018-12-15,2019-02-05,2019-02-07,347599,not suspected of fraud
822386,2020-02-18,2020-04-15,2020-04-17,213174,fraud suspected
508339,2014-12-15,2015-01-24,2015-02-05,331267,not suspected of fraud
634084,2015-10-06,2015-11-27,2015-12-11,355951,not suspected of fraud
659594,2014-04-19,2014-06-01,2014-06-08,25390,not suspected of fraud
441152,2020-10-07,2020-11-02,2020-11-14,61984,not suspected of fraud
754479,2018-11-29,2019-01-23,2019-02-02,198614,not suspected of fraud
191162,2015-11-27,2015-12-20,2015-12-27,143993,not suspected of fraud
973816,2019-11-10,2020-01-04,2020-01-11,39840,not suspected of fraud
773299,2016-07-03,2016-07-24,2016-07-31,144732,not suspected of fraud
732297,2012-05-11,2012-05-31,2012-06-10,41073,not suspected of fraud
221105,2015-07-02,2015-07-14,2015-07-19,163224,not suspected of fraud
765802,2016-12-21,2017-02-19,2017-02-24,188753,not suspected of fraud
840815,2013-04-17,2013-04-27,2013-05-07,362466,not suspected of fraud
355552,2015-06-06,2015-07-07,2015-07-16,127038,not suspected of fraud
659378,2019-03-22,2019-03-26,2019-03-28,239595,fraud suspected
414909,2017-04-21,2017-06-04,2017-06-14,43469,not suspected of fraud
309322,2012-11-05,2013-01-04,2013-01-09,41337,not suspected of fraud
622500,2020-03-21,2020-05-04,2020-05-13,86795,not suspected of fraud
533936,2012-07-16,2012-08-10,2012-08-17,167441,not suspected of fraud
386862,2013-04-26,2013-05-12,2013-05-25,442980,not suspected of fraud
539780,2020-07-06,2020-07-08,2020-07-21,300672,not suspected of fraud
764093,2016-10-13,2016-11-14,2016-11-17,172026,not suspected of fraud
465519,2016-07-03,2016-07-08,2016-07-11,74471,not suspected of fraud
306455,2020-04-10,2020-04-14,2020-04-26,116387,not suspected of fraud
439383,2016-11-06,2016-12-10,2016-12-18,39098,not suspected of fraud
346740,2015-12-22,2016-01-18,2016-02-01,46711,not suspected of fraud
926582,2015-02-10,2015-03-24,2015-04-04,242806,not suspected of fraud
312642,2012-07-23,2012-08-04,2012-08-15,44382,not suspected of fraud
914413,2017-10-12,2017-10-29,2017-11-12,407846,not suspected of fraud
133785,2014-04-24,2014-05-17,2014-05-31,171304,not suspected of fraud
744990,2014-07-05,2014-08-06,2014-08-07,94781,not suspected of fraud
862733,2014-06-23,2014-07-15,2014-07-20,77693,not suspected of fraud
103838,2017-08-06,2017-08-30,2017-09-13,474393,not suspected of fraud
517094,2014-10-19,2014-12-13,2014-12-18,65602,not suspected of fraud
580736,2017-12-01,2018-01-14,2018-01-25,358512,not suspected of fraud
508378,2014-01-31,2014-03-07,2014-03-13,226956,not suspected of fraud
501830,2018-10-05,2018-10-28,2018-11-04,109713,not suspected of fraud
600849,2020-01-06,2020-02-26,2020-03-03,69256,not suspected of fraud
149174,2018-09-03,2018-10-21,2018-10-30,223964,not suspected of fraud
909416,2018-11-04,2018-11-15,2018-11-24,453541,not suspected of fraud
597051,2012-03-22,2012-04-23,2012-04-30,130577,not suspected of fraud
494257,2021-06-13,2021-07-03,2021-07-17,147529,fraud suspected
843894,2018-08-09,2018-10-02,2018-10-07,302976,not suspected of fraud
748831,2015-01-22,2015-01-25,2015-02-08,91548,not suspected of fraud
623008,2019-03-30,2019-04-04,2019-04-17,111113,not suspected of fraud
956402,2011-10-06,2011-11-10,2011-11-18,99298,not suspected of fraud
867958,2013-07-17,2013-08-19,2013-08-20,115646,not suspected of fraud
365647,2013-09-09,2013-09-28,2013-09-29,173461,not suspected of fraud
